city,region,industry,month,year,time_point,date,sex,grimbleth_ppm,population,temperature,cases
Duncombe,Westridinge,Primary,Mar,2017,15,2017-03-01,M,8.31,202006.9071425722,28.969546145858278,130
Duncombe,Westridinge,Primary,Mar,2017,15,2017-03-01,F,8.31,202006.9071425722,28.969546145858278,88
Duncombe,Westridinge,Primary,Apr,2017,16,2017-04-01,M,6.26,202517.35128004834,22.584508001391534,39
Duncombe,Westridinge,Primary,Apr,2017,16,2017-04-01,F,6.26,202517.35128004834,22.584508001391534,27
Duncombe,Westridinge,Primary,May,2017,17,2017-05-01,M,2.94,201857.08723601908,12.718566668457596,75
Duncombe,Westridinge,Primary,May,2017,17,2017-05-01,F,2.94,201857.08723601908,12.718566668457596,50
Duncombe,Westridinge,Primary,Jun,2017,18,2017-06-01,M,1.83,202801.6393996599,7.065936448818882,18
Duncombe,Westridinge,Primary,Jun,2017,18,2017-06-01,F,1.83,202801.6393996599,7.065936448818882,13
Duncombe,Westridinge,Primary,Jul,2017,19,2017-07-01,M,0.63,208476.16192012138,-3.6795219652010616,157
Duncombe,Westridinge,Primary,Jul,2017,19,2017-07-01,F,0.63,208476.16192012138,-3.6795219652010616,105
Duncombe,Westridinge,Primary,Aug,2017,20,2017-08-01,M,0.51,206182.22002819978,-7.2005611360624755,30
Duncombe,Westridinge,Primary,Aug,2017,20,2017-08-01,F,0.51,206182.22002819978,-7.2005611360624755,21
Duncombe,Westridinge,Primary,Sep,2017,21,2017-09-01,M,1.38,196582.0875473813,2.8859614260571296,108
Duncombe,Westridinge,Primary,Sep,2017,21,2017-09-01,F,1.38,196582.0875473813,2.8859614260571296,73
Duncombe,Westridinge,Primary,Oct,2017,22,2017-10-01,M,1.88,204306.41774803324,6.347019987797971,36
Duncombe,Westridinge,Primary,Oct,2017,22,2017-10-01,F,1.88,204306.41774803324,6.347019987797971,24
Duncombe,Westridinge,Primary,Nov,2017,23,2017-11-01,M,4.8,196367.72267204773,13.475739028859707,87
Duncombe,Westridinge,Primary,Nov,2017,23,2017-11-01,F,4.8,196367.72267204773,13.475739028859707,59
Duncombe,Westridinge,Primary,Dec,2017,24,2017-12-01,M,26.74,195635.58841676055,27.736668431488077,135
Duncombe,Westridinge,Primary,Dec,2017,24,2017-12-01,F,26.74,195635.58841676055,27.736668431488077,90
Duncombe,Westridinge,Primary,Jan,2018,25,2018-01-01,M,59.05,207508.3036637661,32.662314367546855,600
Duncombe,Westridinge,Primary,Jan,2018,25,2018-01-01,F,59.05,207508.3036637661,32.662314367546855,401
Duncombe,Westridinge,Primary,Feb,2018,26,2018-02-01,M,64.5,200571.62476088663,32.24779915342636,381
Duncombe,Westridinge,Primary,Feb,2018,26,2018-02-01,F,64.5,200571.62476088663,32.24779915342636,254
Duncombe,Westridinge,Primary,Mar,2018,27,2018-03-01,M,40.61,205764.64105691985,27.39694365851988,150
Duncombe,Westridinge,Primary,Mar,2018,27,2018-03-01,F,40.61,205764.64105691985,27.39694365851988,101
Duncombe,Westridinge,Primary,Apr,2018,28,2018-04-01,M,17.88,208285.42159974095,21.10660632574757,40
Duncombe,Westridinge,Primary,Apr,2018,28,2018-04-01,F,17.88,208285.42159974095,21.10660632574757,28
Duncombe,Westridinge,Primary,May,2018,29,2018-05-01,M,10.82,196937.28224693137,16.449175249637157,13
Duncombe,Westridinge,Primary,May,2018,29,2018-05-01,F,10.82,196937.28224693137,16.449175249637157,9
Duncombe,Westridinge,Primary,Jun,2018,30,2018-06-01,M,1.53,208507.31313846348,3.2272163387009654,172
Duncombe,Westridinge,Primary,Jun,2018,30,2018-06-01,F,1.53,208507.31313846348,3.2272163387009654,116
Duncombe,Westridinge,Primary,Jul,2018,31,2018-07-01,M,0.41,209324.40679010208,-5.674993045895224,30
Duncombe,Westridinge,Primary,Jul,2018,31,2018-07-01,F,0.41,209324.40679010208,-5.674993045895224,21
Duncombe,Westridinge,Primary,Aug,2018,32,2018-08-01,M,0.33,205872.33030670625,-6.931407788109253,76
Duncombe,Westridinge,Primary,Aug,2018,32,2018-08-01,F,0.33,205872.33030670625,-6.931407788109253,52
Duncombe,Westridinge,Primary,Sep,2018,33,2018-09-01,M,0.85,202588.3297962928,-0.6300846390993722,10
Duncombe,Westridinge,Primary,Sep,2018,33,2018-09-01,F,0.85,202588.3297962928,-0.6300846390993722,8
Duncombe,Westridinge,Primary,Oct,2018,34,2018-10-01,M,3.35,209269.64833680718,7.396613800262738,49
Duncombe,Westridinge,Primary,Oct,2018,34,2018-10-01,F,3.35,209269.64833680718,7.396613800262738,34
Duncombe,Westridinge,Primary,Nov,2018,35,2018-11-01,M,20.06,199376.27579604165,16.86482713015764,56
Duncombe,Westridinge,Primary,Nov,2018,35,2018-11-01,F,20.06,199376.27579604165,16.86482713015764,38
Duncombe,Westridinge,Primary,Dec,2018,36,2018-12-01,M,124.05,197701.58575955583,26.47878315772434,281
Duncombe,Westridinge,Primary,Dec,2018,36,2018-12-01,F,124.05,197701.58575955583,26.47878315772434,188
Grethby,Westridinge,Secondary,Jan,2016,1,2016-01-01,M,1.27,69810,34.998707738363166,36
Grethby,Westridinge,Secondary,Jan,2016,1,2016-01-01,F,1.27,69810,34.998707738363166,24
Grethby,Westridinge,Secondary,Feb,2016,2,2016-02-01,M,1.46,72639.85149496514,34.44548625143668,25
Grethby,Westridinge,Secondary,Feb,2016,2,2016-02-01,F,1.46,72639.85149496514,34.44548625143668,18
Grethby,Westridinge,Secondary,Mar,2016,3,2016-03-01,M,1.71,67900.52648324613,28.635417475669758,13
Grethby,Westridinge,Secondary,Mar,2016,3,2016-03-01,F,1.71,67900.52648324613,28.635417475669758,10
Grethby,Westridinge,Secondary,Apr,2016,4,2016-04-01,M,1.54,70966.2204128461,20.30497583690166,6
Grethby,Westridinge,Secondary,Apr,2016,4,2016-04-01,F,1.54,70966.2204128461,20.30497583690166,4
Grethby,Westridinge,Secondary,May,2016,5,2016-05-01,M,1.44,68091.44872653577,11.726748867743975,9
Grethby,Westridinge,Secondary,May,2016,5,2016-05-01,F,1.44,68091.44872653577,11.726748867743975,7
Grethby,Westridinge,Secondary,Jun,2016,6,2016-06-01,M,1,72802.05962474551,0.9275988683280469,3
Grethby,Westridinge,Secondary,Jun,2016,6,2016-06-01,F,1,72802.05962474551,0.9275988683280469,3
Grethby,Westridinge,Secondary,Jul,2016,7,2016-07-01,M,0.95,68863.54477444869,-4.0562415966643774,11
Grethby,Westridinge,Secondary,Jul,2016,7,2016-07-01,F,0.95,68863.54477444869,-4.0562415966643774,8
Grethby,Westridinge,Secondary,Aug,2016,8,2016-08-01,M,1,67741.34088454396,-0.8440937688636412,23
Grethby,Westridinge,Secondary,Aug,2016,8,2016-08-01,F,1,67741.34088454396,-0.8440937688636412,16
Grethby,Westridinge,Secondary,Sep,2016,9,2016-09-01,M,1.12,70987.19317523259,1.7864116521165379,14
Grethby,Westridinge,Secondary,Sep,2016,9,2016-09-01,F,1.12,70987.19317523259,1.7864116521165379,10
Grethby,Westridinge,Secondary,Oct,2016,10,2016-10-01,M,1.64,68841.34155097492,7.488644523028831,39
Grethby,Westridinge,Secondary,Oct,2016,10,2016-10-01,F,1.64,68841.34155097492,7.488644523028831,27
Grethby,Westridinge,Secondary,Nov,2016,11,2016-11-01,M,2.63,71932.42956969235,17.468407908556124,11
Grethby,Westridinge,Secondary,Nov,2016,11,2016-11-01,F,2.63,71932.42956969235,17.468407908556124,8
Grethby,Westridinge,Secondary,Dec,2016,12,2016-12-01,M,4.6,67926.70513936356,25.241049263011913,35
Grethby,Westridinge,Secondary,Dec,2016,12,2016-12-01,F,4.6,67926.70513936356,25.241049263011913,24
Grethby,Westridinge,Secondary,Jan,2017,13,2017-01-01,M,11.38,69946.63494210989,35.513907776549374,31
Grethby,Westridinge,Secondary,Jan,2017,13,2017-01-01,F,11.38,69946.63494210989,35.513907776549374,21
Grethby,Westridinge,Secondary,Feb,2017,14,2017-02-01,M,12.64,68723.00284424835,36.475909130005114,52
Grethby,Westridinge,Secondary,Feb,2017,14,2017-02-01,F,12.64,68723.00284424835,36.475909130005114,36
Grethby,Westridinge,Secondary,Mar,2017,15,2017-03-01,M,20.86,72470.47069016453,37.56108329487688,103
Grethby,Westridinge,Secondary,Mar,2017,15,2017-03-01,F,20.86,72470.47069016453,37.56108329487688,70
Grethby,Westridinge,Secondary,Apr,2017,16,2017-04-01,M,10.47,72705.13964600992,29.19144306065195,79
Grethby,Westridinge,Secondary,Apr,2017,16,2017-04-01,F,10.47,72705.13964600992,29.19144306065195,53
Grethby,Westridinge,Secondary,May,2017,17,2017-05-01,M,2.22,71031.2613679681,10.064381632513648,52
Grethby,Westridinge,Secondary,May,2017,17,2017-05-01,F,2.22,71031.2613679681,10.064381632513648,36
Grethby,Westridinge,Secondary,Jun,2017,18,2017-06-01,M,1.15,70329.12723791432,1.3233491580934897,4
Grethby,Westridinge,Secondary,Jun,2017,18,2017-06-01,F,1.15,70329.12723791432,1.3233491580934897,3
Grethby,Westridinge,Secondary,Jul,2017,19,2017-07-01,M,0.59,68230.70293638445,-6.412025035362017,6
Grethby,Westridinge,Secondary,Jul,2017,19,2017-07-01,F,0.59,68230.70293638445,-6.412025035362017,5
Grethby,Westridinge,Secondary,Aug,2017,20,2017-08-01,M,0.75,71263.35425115823,-2.8026370218939993,1
Grethby,Westridinge,Secondary,Aug,2017,20,2017-08-01,F,0.75,71263.35425115823,-2.8026370218939993,1
Grethby,Westridinge,Secondary,Sep,2017,21,2017-09-01,M,1.39,70338.07861311156,3.5824381229342803,16
Grethby,Westridinge,Secondary,Sep,2017,21,2017-09-01,F,1.39,70338.07861311156,3.5824381229342803,12
Grethby,Westridinge,Secondary,Oct,2017,22,2017-10-01,M,2.93,72890.22802781314,8.531449063318233,37
Grethby,Westridinge,Secondary,Oct,2017,22,2017-10-01,F,2.93,72890.22802781314,8.531449063318233,25
Grethby,Westridinge,Secondary,Nov,2017,23,2017-11-01,M,7.77,68294.12886167373,17.513399340149004,24
Grethby,Westridinge,Secondary,Nov,2017,23,2017-11-01,F,7.77,68294.12886167373,17.513399340149004,17
Grethby,Westridinge,Secondary,Dec,2017,24,2017-12-01,M,39.47,72416.77468662523,30.798198123038976,78
Grethby,Westridinge,Secondary,Dec,2017,24,2017-12-01,F,39.47,72416.77468662523,30.798198123038976,52
Grethby,Westridinge,Secondary,Jan,2018,25,2018-01-01,M,71.9,72927.88306720779,33.98793556719301,593
Grethby,Westridinge,Secondary,Jan,2018,25,2018-01-01,F,71.9,72927.88306720779,33.98793556719301,396
Grethby,Westridinge,Secondary,Feb,2018,26,2018-02-01,M,76.29,72858.57996571976,32.755170291217624,193
Grethby,Westridinge,Secondary,Feb,2018,26,2018-02-01,F,76.29,72858.57996571976,32.755170291217624,130
Grethby,Westridinge,Secondary,Mar,2018,27,2018-03-01,M,58.71,71243.45841415095,31.036623576707992,19
Grethby,Westridinge,Secondary,Mar,2018,27,2018-03-01,F,58.71,71243.45841415095,31.036623576707992,14
Grethby,Westridinge,Secondary,Apr,2018,28,2018-04-01,M,22.34,68850.51416915617,22.28770109384279,27
Grethby,Westridinge,Secondary,Apr,2018,28,2018-04-01,F,22.34,68850.51416915617,22.28770109384279,18
Grethby,Westridinge,Secondary,May,2018,29,2018-05-01,M,6.49,72683.72388403192,13.016129667805094,14
Grethby,Westridinge,Secondary,May,2018,29,2018-05-01,F,6.49,72683.72388403192,13.016129667805094,10
Grethby,Westridinge,Secondary,Jun,2018,30,2018-06-01,M,2.07,71407.58861917388,4.883541885165057,36
Grethby,Westridinge,Secondary,Jun,2018,30,2018-06-01,F,2.07,71407.58861917388,4.883541885165057,24
Grethby,Westridinge,Secondary,Jul,2018,31,2018-07-01,M,0.62,68360.3658026956,-3.0115005032545206,6
Grethby,Westridinge,Secondary,Jul,2018,31,2018-07-01,F,0.62,68360.3658026956,-3.0115005032545206,5
Grethby,Westridinge,Secondary,Aug,2018,32,2018-08-01,M,1.12,69550.52113346625,0.09643238020692735,1
Grethby,Westridinge,Secondary,Aug,2018,32,2018-08-01,F,1.12,69550.52113346625,0.09643238020692735,2
Grethby,Westridinge,Secondary,Sep,2018,33,2018-09-01,M,0.6,69573.50409587938,-3.1997172215169782,0
Grethby,Westridinge,Secondary,Sep,2018,33,2018-09-01,F,0.6,69573.50409587938,-3.1997172215169782,1
Grethby,Westridinge,Secondary,Oct,2018,34,2018-10-01,M,4.39,70628.27711075563,8.360235619877834,16
Grethby,Westridinge,Secondary,Oct,2018,34,2018-10-01,F,4.39,70628.27711075563,8.360235619877834,12
Grethby,Westridinge,Secondary,Nov,2018,35,2018-11-01,M,42.07,69823.838362067,20.86965696990359,45
Grethby,Westridinge,Secondary,Nov,2018,35,2018-11-01,F,42.07,69823.838362067,20.86965696990359,31
Grethby,Westridinge,Secondary,Dec,2018,36,2018-12-01,M,89.83,68898.44253482837,25.206366869820727,330
Grethby,Westridinge,Secondary,Dec,2018,36,2018-12-01,F,89.83,68898.44253482837,25.206366869820727,221
Woolhaven,Westridinge,Primary,Jan,2016,1,2016-01-01,M,1.15,217786,32.67039898219396,22
Woolhaven,Westridinge,Primary,Jan,2016,1,2016-01-01,F,1.15,217786,32.67039898219396,15
Woolhaven,Westridinge,Primary,Feb,2016,2,2016-02-01,M,1.36,221046.81577673898,34.2801776903826,39
Woolhaven,Westridinge,Primary,Feb,2016,2,2016-02-01,F,1.36,221046.81577673898,34.2801776903826,27
Woolhaven,Westridinge,Primary,Mar,2016,3,2016-03-01,M,1.74,218997.10637544136,32.17842027287292,172
Woolhaven,Westridinge,Primary,Mar,2016,3,2016-03-01,F,1.74,218997.10637544136,32.17842027287292,115
Woolhaven,Westridinge,Primary,Apr,2016,4,2016-04-01,M,1.63,211629.66431967972,24.694456806030413,40
Woolhaven,Westridinge,Primary,Apr,2016,4,2016-04-01,F,1.63,211629.66431967972,24.694456806030413,27
Woolhaven,Westridinge,Primary,May,2016,5,2016-05-01,M,1.64,226537.65237813935,18.21446673817514,9
Woolhaven,Westridinge,Primary,May,2016,5,2016-05-01,F,1.64,226537.65237813935,18.21446673817514,6
Woolhaven,Westridinge,Primary,Jun,2016,6,2016-06-01,M,1.07,211871.32335110684,1.9257491141234258,3
Woolhaven,Westridinge,Primary,Jun,2016,6,2016-06-01,F,1.07,211871.32335110684,1.9257491141234258,3
Woolhaven,Westridinge,Primary,Jul,2016,7,2016-07-01,M,0.93,212426.2599184155,-1.4510418967833603,51
Woolhaven,Westridinge,Primary,Jul,2016,7,2016-07-01,F,0.93,212426.2599184155,-1.4510418967833603,34
Woolhaven,Westridinge,Primary,Aug,2016,8,2016-08-01,M,0.74,228602.2089852692,-6.5458758663593475,99
Woolhaven,Westridinge,Primary,Aug,2016,8,2016-08-01,F,0.74,228602.2089852692,-6.5458758663593475,67
Woolhaven,Westridinge,Primary,Sep,2016,9,2016-09-01,M,0.99,219639.45246513758,-0.6115106904062864,19
Woolhaven,Westridinge,Primary,Sep,2016,9,2016-09-01,F,0.99,219639.45246513758,-0.6115106904062864,13
Woolhaven,Westridinge,Primary,Oct,2016,10,2016-10-01,M,1.53,228048.67791352922,8.218166098337365,30
Woolhaven,Westridinge,Primary,Oct,2016,10,2016-10-01,F,1.53,228048.67791352922,8.218166098337365,20
Woolhaven,Westridinge,Primary,Nov,2016,11,2016-11-01,M,2.31,218443.91045837113,16.756212475954648,78
Woolhaven,Westridinge,Primary,Nov,2016,11,2016-11-01,F,2.31,218443.91045837113,16.756212475954648,52
Woolhaven,Westridinge,Primary,Dec,2016,12,2016-12-01,M,4.87,211603.842575196,26.357808587575303,177
Woolhaven,Westridinge,Primary,Dec,2016,12,2016-12-01,F,4.87,211603.842575196,26.357808587575303,119
Woolhaven,Westridinge,Primary,Jan,2017,13,2017-01-01,M,8.13,217623.58057867174,31.898785271871287,96
Woolhaven,Westridinge,Primary,Jan,2017,13,2017-01-01,F,8.13,217623.58057867174,31.898785271871287,64
Woolhaven,Westridinge,Primary,Feb,2017,14,2017-02-01,M,11.38,220801.881263553,35.36262853565222,8
Woolhaven,Westridinge,Primary,Feb,2017,14,2017-02-01,F,11.38,220801.881263553,35.36262853565222,6
Woolhaven,Westridinge,Primary,Mar,2017,15,2017-03-01,M,11.8,215797.56831999918,33.26205579654639,157
Woolhaven,Westridinge,Primary,Mar,2017,15,2017-03-01,F,11.8,215797.56831999918,33.26205579654639,106
Woolhaven,Westridinge,Primary,Apr,2017,16,2017-04-01,M,6.98,216426.9065020229,24.10385068749348,212
Woolhaven,Westridinge,Primary,Apr,2017,16,2017-04-01,F,6.98,216426.9065020229,24.10385068749348,142
Woolhaven,Westridinge,Primary,May,2017,17,2017-05-01,M,3.51,214629.57268851902,14.513713991364241,88
Woolhaven,Westridinge,Primary,May,2017,17,2017-05-01,F,3.51,214629.57268851902,14.513713991364241,59
Woolhaven,Westridinge,Primary,Jun,2017,18,2017-06-01,M,1.57,226623.39595627243,4.531872049898296,136
Woolhaven,Westridinge,Primary,Jun,2017,18,2017-06-01,F,1.57,226623.39595627243,4.531872049898296,91
Woolhaven,Westridinge,Primary,Jul,2017,19,2017-07-01,M,0.63,217072.3503628054,-5.2708214739420916,19
Woolhaven,Westridinge,Primary,Jul,2017,19,2017-07-01,F,0.63,217072.3503628054,-5.2708214739420916,13
Woolhaven,Westridinge,Primary,Aug,2017,20,2017-08-01,M,0.68,216041.55214518064,-3.835895374659982,0
Woolhaven,Westridinge,Primary,Aug,2017,20,2017-08-01,F,0.68,216041.55214518064,-3.835895374659982,0
Woolhaven,Westridinge,Primary,Sep,2017,21,2017-09-01,M,1.06,212687.33503346064,-0.13160114241076293,66
Woolhaven,Westridinge,Primary,Sep,2017,21,2017-09-01,F,1.06,212687.33503346064,-0.13160114241076293,44
Woolhaven,Westridinge,Primary,Oct,2017,22,2017-10-01,M,2.66,211910.61326692783,9.373146144787894,29
Woolhaven,Westridinge,Primary,Oct,2017,22,2017-10-01,F,2.66,211910.61326692783,9.373146144787894,20
Woolhaven,Westridinge,Primary,Nov,2017,23,2017-11-01,M,6.47,221689.65125229038,16.049219337464187,58
Woolhaven,Westridinge,Primary,Nov,2017,23,2017-11-01,F,6.47,221689.65125229038,16.049219337464187,40
Woolhaven,Westridinge,Primary,Dec,2017,24,2017-12-01,M,15.86,221903.81154485437,23.353673743635806,30
Woolhaven,Westridinge,Primary,Dec,2017,24,2017-12-01,F,15.86,221903.81154485437,23.353673743635806,20
Woolhaven,Westridinge,Primary,Jan,2018,25,2018-01-01,M,58.45,219651.07095346935,32.72145157264461,166
Woolhaven,Westridinge,Primary,Jan,2018,25,2018-01-01,F,58.45,219651.07095346935,32.72145157264461,112
Woolhaven,Westridinge,Primary,Feb,2018,26,2018-02-01,M,83.48,227798.65610375654,34.84882190432439,391
Woolhaven,Westridinge,Primary,Feb,2018,26,2018-02-01,F,83.48,227798.65610375654,34.84882190432439,262
Woolhaven,Westridinge,Primary,Mar,2018,27,2018-03-01,M,51.66,212714.8754334041,29.19277406984624,717
Woolhaven,Westridinge,Primary,Mar,2018,27,2018-03-01,F,51.66,212714.8754334041,29.19277406984624,479
Woolhaven,Westridinge,Primary,Apr,2018,28,2018-04-01,M,22.85,224646.39446625602,23.353293778348654,624
Woolhaven,Westridinge,Primary,Apr,2018,28,2018-04-01,F,22.85,224646.39446625602,23.353293778348654,417
Woolhaven,Westridinge,Primary,May,2018,29,2018-05-01,M,6.8,219567.84597221753,13.422473105323572,75
Woolhaven,Westridinge,Primary,May,2018,29,2018-05-01,F,6.8,219567.84597221753,13.422473105323572,51
Woolhaven,Westridinge,Primary,Jun,2018,30,2018-06-01,M,2.04,222266.06245954556,5.255400579099058,37
Woolhaven,Westridinge,Primary,Jun,2018,30,2018-06-01,F,2.04,222266.06245954556,5.255400579099058,26
Woolhaven,Westridinge,Primary,Jul,2018,31,2018-07-01,M,0.43,211977.65559580844,-5.44061357534636,21
Woolhaven,Westridinge,Primary,Jul,2018,31,2018-07-01,F,0.43,211977.65559580844,-5.44061357534636,14
Woolhaven,Westridinge,Primary,Aug,2018,32,2018-08-01,M,0.45,213810.8649704022,-5.436243339902063,43
Woolhaven,Westridinge,Primary,Aug,2018,32,2018-08-01,F,0.45,213810.8649704022,-5.436243339902063,29
Woolhaven,Westridinge,Primary,Sep,2018,33,2018-09-01,M,0.81,219045.69126366256,-1.37037921426896,84
Woolhaven,Westridinge,Primary,Sep,2018,33,2018-09-01,F,0.81,219045.69126366256,-1.37037921426896,57
Woolhaven,Westridinge,Primary,Oct,2018,34,2018-10-01,M,1.28,220421.73817239332,1.5733479045133834,16
Woolhaven,Westridinge,Primary,Oct,2018,34,2018-10-01,F,1.28,220421.73817239332,1.5733479045133834,12
Woolhaven,Westridinge,Primary,Nov,2018,35,2018-11-01,M,25.93,224785.69978879657,18.45412115104216,504
Woolhaven,Westridinge,Primary,Nov,2018,35,2018-11-01,F,25.93,224785.69978879657,18.45412115104216,336
Woolhaven,Westridinge,Primary,Dec,2018,36,2018-12-01,M,92.09,220012.72297897495,25.304811328133262,682
Woolhaven,Westridinge,Primary,Dec,2018,36,2018-12-01,F,92.09,220012.72297897495,25.304811328133262,455
Ravenshold,Gryndelmere,Primary,Jan,2016,1,2016-01-01,M,1.04,133461,28.126742362470218,28
Ravenshold,Gryndelmere,Primary,Jan,2016,1,2016-01-01,F,1.04,133461,28.126742362470218,20
Ravenshold,Gryndelmere,Primary,Feb,2016,2,2016-02-01,M,1.16,132549.70154295192,22.589464054133362,40
Ravenshold,Gryndelmere,Primary,Feb,2016,2,2016-02-01,F,1.16,132549.70154295192,22.589464054133362,27
Ravenshold,Gryndelmere,Primary,Mar,2016,3,2016-03-01,M,1.25,131983.4180180619,18.340950353946766,96
Ravenshold,Gryndelmere,Primary,Mar,2016,3,2016-03-01,F,1.25,131983.4180180619,18.340950353946766,65
Ravenshold,Gryndelmere,Primary,Apr,2016,4,2016-04-01,M,1.19,131766.64884597564,9.915164153109886,27
Ravenshold,Gryndelmere,Primary,Apr,2016,4,2016-04-01,F,1.19,131766.64884597564,9.915164153109886,18
Ravenshold,Gryndelmere,Primary,May,2016,5,2016-05-01,M,1.12,130401.76147958005,8.676765811670972,51
Ravenshold,Gryndelmere,Primary,May,2016,5,2016-05-01,F,1.12,130401.76147958005,8.676765811670972,34
Ravenshold,Gryndelmere,Primary,Jun,2016,6,2016-06-01,M,1.06,136595.42167460913,3.8711165322188466,105
Ravenshold,Gryndelmere,Primary,Jun,2016,6,2016-06-01,F,1.06,136595.42167460913,3.8711165322188466,70
Ravenshold,Gryndelmere,Primary,Jul,2016,7,2016-07-01,M,1.15,131110.61697448813,3.90907333317931,112
Ravenshold,Gryndelmere,Primary,Jul,2016,7,2016-07-01,F,1.15,131110.61697448813,3.90907333317931,76
Ravenshold,Gryndelmere,Primary,Aug,2016,8,2016-08-01,M,1.03,133930.59628453487,2.2324276406396475,15
Ravenshold,Gryndelmere,Primary,Aug,2016,8,2016-08-01,F,1.03,133930.59628453487,2.2324276406396475,11
Ravenshold,Gryndelmere,Primary,Sep,2016,9,2016-09-01,M,1.78,139502.82518423884,13.506340817546008,43
Ravenshold,Gryndelmere,Primary,Sep,2016,9,2016-09-01,F,1.78,139502.82518423884,13.506340817546008,29
Ravenshold,Gryndelmere,Primary,Oct,2016,10,2016-10-01,M,2.23,134495.9436872665,15.216637171761645,42
Ravenshold,Gryndelmere,Primary,Oct,2016,10,2016-10-01,F,2.23,134495.9436872665,15.216637171761645,29
Ravenshold,Gryndelmere,Primary,Nov,2016,11,2016-11-01,M,3.32,131125.07294120948,23.40884772972241,3
Ravenshold,Gryndelmere,Primary,Nov,2016,11,2016-11-01,F,3.32,131125.07294120948,23.40884772972241,3
Ravenshold,Gryndelmere,Primary,Dec,2016,12,2016-12-01,M,5.81,132650.45736929862,30.873238369751117,70
Ravenshold,Gryndelmere,Primary,Dec,2016,12,2016-12-01,F,5.81,132650.45736929862,30.873238369751117,48
Ravenshold,Gryndelmere,Primary,Jan,2017,13,2017-01-01,M,5.47,134376.33848496477,26.02047015890117,16
Ravenshold,Gryndelmere,Primary,Jan,2017,13,2017-01-01,F,5.47,134376.33848496477,26.02047015890117,12
Ravenshold,Gryndelmere,Primary,Feb,2017,14,2017-02-01,M,5.43,138308.24969920557,24.766064406977296,21
Ravenshold,Gryndelmere,Primary,Feb,2017,14,2017-02-01,F,5.43,138308.24969920557,24.766064406977296,15
Ravenshold,Gryndelmere,Primary,Mar,2017,15,2017-03-01,M,4.28,131051.70324963117,19.36553532846248,112
Ravenshold,Gryndelmere,Primary,Mar,2017,15,2017-03-01,F,4.28,131051.70324963117,19.36553532846248,75
Ravenshold,Gryndelmere,Primary,Apr,2017,16,2017-04-01,M,1.88,139614.067750446,8.234197737913243,64
Ravenshold,Gryndelmere,Primary,Apr,2017,16,2017-04-01,F,1.88,139614.067750446,8.234197737913243,44
Ravenshold,Gryndelmere,Primary,May,2017,17,2017-05-01,M,1.46,138275.10146820114,5.770330685706129,73
Ravenshold,Gryndelmere,Primary,May,2017,17,2017-05-01,F,1.46,138275.10146820114,5.770330685706129,49
Ravenshold,Gryndelmere,Primary,Jun,2017,18,2017-06-01,M,1.11,133840.97897743934,1.8739841719401253,78
Ravenshold,Gryndelmere,Primary,Jun,2017,18,2017-06-01,F,1.11,133840.97897743934,1.8739841719401253,53
Ravenshold,Gryndelmere,Primary,Jul,2017,19,2017-07-01,M,1.65,132092.89370005723,4.908688139816855,27
Ravenshold,Gryndelmere,Primary,Jul,2017,19,2017-07-01,F,1.65,132092.89370005723,4.908688139816855,18
Ravenshold,Gryndelmere,Primary,Aug,2017,20,2017-08-01,M,1.66,138882.4215644616,6.261819026274196,145
Ravenshold,Gryndelmere,Primary,Aug,2017,20,2017-08-01,F,1.66,138882.4215644616,6.261819026274196,97
Ravenshold,Gryndelmere,Primary,Sep,2017,21,2017-09-01,M,5.39,129752.81793953391,16.38728377866594,57
Ravenshold,Gryndelmere,Primary,Sep,2017,21,2017-09-01,F,5.39,129752.81793953391,16.38728377866594,38
Ravenshold,Gryndelmere,Primary,Oct,2017,22,2017-10-01,M,7.82,134237.7636883498,19.592125951947768,155
Ravenshold,Gryndelmere,Primary,Oct,2017,22,2017-10-01,F,7.82,134237.7636883498,19.592125951947768,104
Ravenshold,Gryndelmere,Primary,Nov,2017,23,2017-11-01,M,14.07,138267.46253121027,23.47072952178128,71
Ravenshold,Gryndelmere,Primary,Nov,2017,23,2017-11-01,F,14.07,138267.46253121027,23.47072952178128,48
Ravenshold,Gryndelmere,Primary,Dec,2017,24,2017-12-01,M,20.76,137356.84066536912,25.79906530254093,92
Ravenshold,Gryndelmere,Primary,Dec,2017,24,2017-12-01,F,20.76,137356.84066536912,25.79906530254093,62
Ravenshold,Gryndelmere,Primary,Jan,2018,25,2018-01-01,M,19.3,137328.16042322956,24.763064585206926,123
Ravenshold,Gryndelmere,Primary,Jan,2018,25,2018-01-01,F,19.3,137328.16042322956,24.763064585206926,83
Ravenshold,Gryndelmere,Primary,Feb,2018,26,2018-02-01,M,11.76,135549.71491678577,19.53215337726305,88
Ravenshold,Gryndelmere,Primary,Feb,2018,26,2018-02-01,F,11.76,135549.71491678577,19.53215337726305,60
Ravenshold,Gryndelmere,Primary,Mar,2018,27,2018-03-01,M,7.63,133454.12211283308,15.55796121464357,69
Ravenshold,Gryndelmere,Primary,Mar,2018,27,2018-03-01,F,7.63,133454.12211283308,15.55796121464357,46
Ravenshold,Gryndelmere,Primary,Apr,2018,28,2018-04-01,M,4.88,132503.58360806984,11.861770515400362,56
Ravenshold,Gryndelmere,Primary,Apr,2018,28,2018-04-01,F,4.88,132503.58360806984,11.861770515400362,38
